driverId,truckId,eventTime,eventType,longitude,latitude,eventKey,CorrelationId,driverName,routeId,routeName,eventDate
14,25,00:48.4,Unsafe following distance,-91.63,41.72,14|25|9223370572464727394,3.66E+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
20,41,00:48.6,Normal,-88.64,42.21,20|41|9223370572464727185,3.66E+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
23,68,00:48.8,Normal,-89.52,40.7,23|68|9223370572464727045,3.66E+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
15,51,00:48.8,Lane Departure,-90.04,35.19,15|51|9223370572464727025,3.66E+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
14,25,00:49.2,Normal,-91.78,42.23,14|25|9223370572464726595,3.66E+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
30,58,00:49.3,Unsafe following distance,-89.03,41.92,30|58|9223370572464726546,3.66E+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
28,39,00:49.3,Normal,-94.25,39.73,28|39|9223370572464726476,3.66E+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
25,96,00:49.5,Normal,-89.71,37.47,25|96|9223370572464726326,3.66E+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
20,41,00:49.6,Normal,-88.41,42.11,20|41|9223370572464726215,3.66E+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
16,12,00:49.8,Normal,-89.52,40.7,16|12|9223370572464725996,3.66E+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
31,18,00:50.1,Normal,-89.17,40.38,31|18|9223370572464725733,3.66E+18,Rommel Garcia,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
32,42,00:50.3,Normal,-94.46,37.16,32|42|9223370572464725485,3.66E+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
19,26,00:50.4,Normal,-95.15,35.51,19|26|9223370572464725456,3.66E+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
20,41,00:50.4,Normal,-88.02,42.04,20|41|9223370572464725415,3.66E+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
21,109,00:50.5,Normal,-89.63,39.84,21|109|9223370572464725286,3.66E+18,Jeff Markham,1594289134,Memphis to Little Rock Route 2,2016-05-27-22
27,105,00:50.7,Normal,-90.41,38.75,27|105|9223370572464725146,3.66E+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
22,87,00:50.9,Normal,-88.77,40.76,22|87|9223370572464724916,3.66E+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
17,15,00:51.1,Normal,-90.41,38.75,17|15|9223370572464724695,3.66E+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
10,85,00:51.1,Normal,-95.5,36.37,10|85|9223370572464724665,3.66E+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
25,96,00:51.4,Normal,-89.54,36.84,25|96|9223370572464724455,3.66E+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
26,57,00:51.4,Normal,-95.5,36.37,26|57|9223370572464724366,3.66E+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
27,105,00:51.5,Normal,-90.21,38.65,27|105|9223370572464724354,3.66E+18,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-27-22
13,89,00:51.8,Normal,-87.66,41.89,13|89|9223370572464724055,3.66E+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
14,25,00:51.9,Normal,-91.47,41.74,14|25|9223370572464723895,3.66E+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
19,26,00:52.1,Normal,-95.42,35.87,19|26|9223370572464723725,3.66E+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
32,42,00:52.3,Normal,-94.3,37.66,32|42|9223370572464723534,3.66E+18,Ryan Templeton,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
24,97,00:52.5,Normal,-87.67,41.87,24|97|9223370572464723276,3.66E+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
13,89,00:52.6,Normal,-87.66,41.89,13|89|9223370572464723215,3.66E+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
14,25,00:52.7,Normal,-91.32,41.71,14|25|9223370572464723076,3.66E+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
20,41,00:53.0,Normal,-88.02,42.04,20|41|9223370572464722826,3.66E+18,Chris Harris,160779139,Des Moines to Chicago Route 2,2016-05-27-22
23,68,00:53.1,Normal,-88.42,41.11,23|68|9223370572464722704,3.66E+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
25,96,00:53.2,Normal,-89.8,35.94,25|96|9223370572464722586,3.66E+18,Jean-Philippe Player,371182829,Memphis to Little Rock,2016-05-27-22
15,51,00:53.3,Normal,-89.17,40.38,15|51|9223370572464722546,3.66E+18,Rohit Bakshi,1384345811,Joplin to Kansas City,2016-05-27-22
16,12,00:53.3,Normal,-88.77,40.76,16|12|9223370572464722535,3.66E+18,Tom McCuch,1961634315,Saint Louis to Memphis,2016-05-27-22
28,39,00:53.7,Normal,-93.13,39.78,28|39|9223370572464722134,3.66E+18,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-27-22
23,68,00:54.0,Normal,-88.07,41.48,23|68|9223370572464721763,3.66E+18,Adam Diaz,160405074,Joplin to Kansas City Route 2,2016-05-27-22
19,26,00:54.1,Normal,-95.76,36.08,19|26|9223370572464721756,3.66E+18,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-27-22
30,58,00:54.1,Normal,-87.66,41.89,30|58|9223370572464721744,3.66E+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
24,97,00:54.3,Normal,-88.42,41.11,24|97|9223370572464721496,3.66E+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
18,16,00:54.3,Normal,-92.94,39.77,18|16|9223370572464721466,3.66E+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
17,15,00:54.5,Normal,-90.55,38.81,17|15|9223370572464721295,3.66E+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
10,85,00:54.8,Normal,-94.83,36.84,10|85|9223370572464721026,3.66E+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
26,57,00:54.9,Normal,-94.83,36.84,26|57|9223370572464720881,3.66E+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
29,66,00:55.2,Normal,-96.21,36.19,29|66|9223370572464720642,3.66E+18,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-27-22
18,16,00:55.2,Normal,-92.74,39.76,18|16|9223370572464720630,3.66E+18,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-27-22
22,87,00:55.4,Normal,-88.07,41.48,22|87|9223370572464720415,3.66E+18,Nadeem Asghar,1198242881, Saint Louis to Chicago Route2,2016-05-27-22
10,85,00:55.6,Normal,-94.54,37.02,10|85|9223370572464720185,3.66E+18,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-27-22
26,57,00:55.7,Normal,-94.54,37.02,26|57|9223370572464720065,3.66E+18,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-27-22
30,58,00:55.9,Normal,-88.02,42.04,30|58|9223370572464719936,3.66E+18,Dan Rice,160779139,Des Moines to Chicago Route 2,2016-05-27-22
24,97,00:56.1,Normal,-89.17,40.38,24|97|9223370572464719725,3.66E+18,Don Hilborn,1090292248,Peoria to Ceder Rapids Route 2,2016-05-27-22
13,89,00:56.1,Normal,-88.96,42.25,13|89|9223370572464719716,3.66E+18,Joe Niemiec,927636994,Des Moines to Chicago.kml,2016-05-27-22
14,25,00:56.1,Normal,-90.29,40.96,14|25|9223370572464719714,3.66E+18,Adis Cesir,160405074,Joplin to Kansas City Route 2,2016-05-27-22
12,104,00:56.2,Normal,-90.24,35.35,12|104|9223370572464719616,3.66E+18,Paul Codding,24929475,Peoria to Ceder Rapids,2016-05-27-22
17,15,00:56.8,Normal,-90.79,38.83,17|15|9223370572464719046,3.66E+18,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-27-22
11,98,31:09.0,Normal,-93.04,41.71,11|98|9223370572426906801,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-09
24,61,31:09.2,Normal,-89.74,39.1,24|61|9223370572426906558,1000,Don Hilborn,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
31,58,31:09.2,Normal,-89.88,41.77,31|58|9223370572426906600,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
18,104,31:09.8,Normal,-90.79,39.69,18|104|9223370572426906020,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
26,42,31:10.1,Normal,-92.74,37.6,26|42|9223370572426905740,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
16,77,31:09.8,Normal,-94.58,37.03,16|77|9223370572426906010,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-09
31,58,31:10.0,Normal,-90.2,41.59,31|58|9223370572426905770,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
25,17,31:10.2,Normal,-90.24,35.35,25|17|9223370572426905600,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
12,81,31:10.4,Normal,-88.42,41.11,12|81|9223370572426905411,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
21,46,31:10.4,Normal,-90.29,40.96,21|46|9223370572426905360,1000,Jeff Markham,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
28,41,31:10.9,Normal,-90.63,39.7,28|41|9223370572426904900,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-09
25,17,31:11.0,Normal,-90.07,35.68,25|17|9223370572426904810,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
11,98,31:10.8,Normal,-93.58,41.62,11|98|9223370572426904990,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-09
29,78,31:10.9,Normal,-97.37,36.79,29|78|9223370572426904861,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-09
23,26,31:11.6,Normal,-89.88,41.77,23|26|9223370572426904170,1000,Adam Diaz,160779139,Des Moines to Chicago Route 2,2016-05-28-09
12,81,31:11.2,Normal,-88.77,40.76,12|81|9223370572426904640,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
27,11,31:11.7,Normal,-91.74,38.94,27|11|9223370572426904140,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-09
29,78,31:11.9,Normal,-97.34,36.63,29|78|9223370572426903920,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-09
24,61,31:11.9,Normal,-89.74,39.1,24|61|9223370572426903910,1000,Don Hilborn,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
12,81,31:12.0,Normal,-89.17,40.38,12|81|9223370572426903800,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
13,40,31:12.2,Normal,-89.52,40.7,13|40|9223370572426903610,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
21,46,31:12.4,Normal,-89.52,40.7,21|46|9223370572426903430,1000,Jeff Markham,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
22,83,31:12.8,Normal,-94.38,38.67,22|83|9223370572426903040,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
18,104,27:34.7,Normal,-89.66,39.78,18|104|9223370572427121080,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
29,78,27:34.8,Normal,-97.36,37.69,29|78|9223370572427121010,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-09
30,18,27:34.9,Normal,-93.58,41.62,30|18|9223370572427120950,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
32,66,27:35.0,Normal,-90.04,35.19,32|66|9223370572427120820,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
10,79,27:35.7,Normal,-90.34,38.58,10|79|9223370572427120140,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-09
14,43,27:35.7,Normal,-94.46,37.16,14|43|9223370572427120069,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
10,79,27:36.5,Normal,-90.53,38.51,10|79|9223370572427119320,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-09
13,40,27:36.6,Normal,-93.04,41.71,13|40|9223370572427119210,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
21,46,27:36.7,Normal,-94.31,37.31,21|46|9223370572427119100,1000,Jeff Markham,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
22,83,27:37.3,Normal,-90.94,35.03,22|83|9223370572427118500,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
29,78,27:37.4,Normal,-97.32,37.15,29|78|9223370572427118380,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-09
32,66,27:37.6,Normal,-90.94,35.03,32|66|9223370572427118210,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
12,81,27:38.2,Normal,-89.71,37.47,12|81|9223370572427117590,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
27,11,27:34.6,Normal,-90.21,38.65,27|11|9223370572427121158,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-09
28,41,27:34.8,Normal,-89.66,39.78,28|41|9223370572427121030,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-09
15,75,27:34.9,Normal,-90.04,35.19,15|75|9223370572427120950,1000,Rohit Bakshi,1594289134,Memphis to Little Rock Route 2,2016-05-28-09
18,104,27:35.6,Normal,-89.78,39.77,18|104|9223370572427120200,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
11,98,27:35.7,Normal,-89.74,39.1,11|98|9223370572427120100,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-09
15,75,27:35.8,Normal,-90.37,35.21,15|75|9223370572427120050,1000,Rohit Bakshi,1594289134,Memphis to Little Rock Route 2,2016-05-28-09
18,104,27:36.5,Normal,-89.96,39.74,18|104|9223370572427119310,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
30,18,27:36.5,Normal,-93.04,41.71,30|18|9223370572427119280,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
31,58,27:36.7,Normal,-94.31,37.31,31|58|9223370572427119080,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
13,40,27:37.4,Normal,-92.74,41.75,13|40|9223370572427118440,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
19,90,27:37.5,Normal,-97.32,37.15,19|90|9223370572427118320,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
10,79,27:38.1,Normal,-90.86,38.46,10|79|9223370572427117729,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-09
22,83,31:09.1,Normal,-94.38,38.99,22|83|9223370572426906670,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
19,90,31:09.5,Normal,-97.37,36.79,19|90|9223370572426906290,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
26,42,31:09.3,Normal,-92.89,37.51,26|42|9223370572426906520,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
21,46,31:09.7,Normal,-90.44,41.54,21|46|9223370572426906150,1000,Jeff Markham,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
13,40,31:09.6,Normal,-90.44,41.54,13|40|9223370572426906220,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
11,98,31:10.0,Normal,-93.36,41.69,11|98|9223370572426905820,1000,Jamie Engesser,927636994,Des Moines to Chicago.kml,2016-05-28-09
22,83,31:10.1,Normal,-94.59,39.1,22|83|9223370572426905679,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
24,61,31:10.2,Normal,-90.2,38.65,24|61|9223370572426905640,1000,Don Hilborn,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
20,20,31:10.3,Normal,-90.37,35.21,20|20|9223370572426905480,1000,Chris Harris,371182829,Memphis to Little Rock,2016-05-28-09
26,42,31:10.8,Normal,-92.61,37.7,26|42|9223370572426904990,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
24,61,31:11.0,Normal,-90.2,38.65,24|61|9223370572426904830,1000,Don Hilborn,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
32,66,31:11.1,Normal,-94.59,39.1,32|66|9223370572426904700,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
23,26,31:10.7,Normal,-89.6,41.76,23|26|9223370572426905131,1000,Adam Diaz,160779139,Des Moines to Chicago Route 2,2016-05-28-09
19,90,31:11.5,Normal,-97.35,36.4,19|90|9223370572426904340,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
31,58,31:10.9,Normal,-90.64,41.56,31|58|9223370572426904940,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
22,83,31:11.0,Normal,-94.59,39.1,22|83|9223370572426904780,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
14,43,31:11.7,Normal,-90.44,41.54,14|43|9223370572426904090,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
18,104,31:11.5,Normal,-90.52,39.71,18|104|9223370572426904300,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
22,83,31:11.8,Normal,-94.38,38.99,22|83|9223370572426903990,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
32,66,31:12.0,Normal,-94.59,39.1,32|66|9223370572426903840,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
17,97,31:12.1,Normal,-92.03,38.97,17|97|9223370572426903740,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-09
30,18,31:12.7,Normal,-87.67,41.87,30|18|9223370572426903141,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
19,90,31:12.3,Normal,-97.14,36.41,19|90|9223370572426903460,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
12,81,31:12.9,Normal,-89.63,39.84,12|81|9223370572426902950,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
12,81,27:34.7,Normal,-90.15,38.62,12|81|9223370572427121090,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
14,43,27:34.8,Normal,-94.58,37.03,14|43|9223370572427121000,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
16,77,27:34.9,Normal,-89.52,40.7,16|77|9223370572427120920,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-09
25,17,27:35.0,Normal,-90.15,38.62,25|17|9223370572427120810,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
19,90,27:35.7,Normal,-97.32,37.48,19|90|9223370572427120109,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
26,42,27:35.8,Normal,-90.34,38.58,26|42|9223370572427119990,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
27,11,27:36.4,Normal,-90.55,38.81,27|11|9223370572427119380,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-09
17,97,27:36.6,Normal,-90.55,38.81,17|97|9223370572427119200,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-09
19,90,27:36.6,Normal,-97.32,37.27,19|90|9223370572427119190,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
12,81,27:37.3,Normal,-90,37.72,12|81|9223370572427118540,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
23,26,27:37.5,Normal,-90.44,41.54,23|26|9223370572427118310,1000,Adam Diaz,160779139,Des Moines to Chicago Route 2,2016-05-28-09
25,17,27:37.7,Normal,-90,37.72,25|17|9223370572427118140,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
22,83,27:38.2,Normal,-91.14,34.96,22|83|9223370572427117630,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
23,26,27:34.8,Normal,-89.52,40.7,23|26|9223370572427121019,1000,Adam Diaz,160779139,Des Moines to Chicago Route 2,2016-05-28-09
26,42,27:34.9,Normal,-90.18,38.64,26|42|9223370572427120920,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
27,11,27:35.4,Normal,-90.41,38.75,27|11|9223370572427120360,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-09
16,77,27:35.7,Normal,-89.91,40.86,16|77|9223370572427120120,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-09
32,66,27:35.8,Normal,-90.37,35.21,32|66|9223370572427120000,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
24,61,27:36.5,Normal,-89.63,39.84,24|61|9223370572427119320,1000,Don Hilborn,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
14,43,27:36.6,Normal,-94.31,37.31,14|43|9223370572427119240,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
26,42,27:36.7,Normal,-90.53,38.51,26|42|9223370572427119140,1000,Michael Aube,1325712174,Saint Louis to Tulsa Route2,2016-05-28-09
10,79,27:37.2,Normal,-90.69,38.5,10|79|9223370572427118560,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-09
14,43,27:37.4,Normal,-94.3,37.66,14|43|9223370572427118360,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
31,58,27:37.7,Normal,-94.3,37.66,31|58|9223370572427118080,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
20,20,27:38.2,Normal,-92.4,41.78,20|20|9223370572427117580,1000,Chris Harris,371182829,Memphis to Little Rock,2016-05-28-09
25,17,31:09.3,Normal,-90.07,35.1,25|17|9223370572426906507,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
14,43,31:09.2,Normal,-91.32,41.71,14|43|9223370572426906609,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
12,81,31:09.5,Normal,-88.07,41.48,12|81|9223370572426906260,1000,Paul Codding,987179512, Saint Louis to Chicago,2016-05-28-09
20,20,31:09.4,Normal,-90.68,35.12,20|20|9223370572426906389,1000,Chris Harris,371182829,Memphis to Little Rock,2016-05-28-09
30,18,31:10.0,Normal,-88.77,40.76,30|18|9223370572426905790,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
32,66,31:09.5,Normal,-94.38,38.67,32|66|9223370572426906290,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
27,11,31:10.0,Normal,-92.22,38.96,27|11|9223370572426905780,1000,Mark Lochbihler,1325562373,Springfield to KC Via Columbia Route 2,2016-05-28-09
15,75,31:10.2,Normal,-91.74,34.89,15|75|9223370572426905610,1000,Rohit Bakshi,1594289134,Memphis to Little Rock Route 2,2016-05-28-09
32,66,31:10.3,Normal,-94.38,38.99,32|66|9223370572426905470,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
13,40,31:10.6,Normal,-90.29,40.96,13|40|9223370572426905250,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
18,104,31:10.6,Normal,-90.63,39.7,18|104|9223370572426905250,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
14,43,31:11.0,Normal,-90.7,41.62,14|43|9223370572426904850,1000,Adis Cesir,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
20,20,31:11.2,Normal,-90.04,35.19,20|20|9223370572426904610,1000,Chris Harris,371182829,Memphis to Little Rock,2016-05-28-09
21,46,31:11.4,Normal,-89.91,40.86,21|46|9223370572426904380,1000,Jeff Markham,1090292248,Peoria to Ceder Rapids Route 2,2016-05-28-09
30,18,31:11.0,Normal,-88.42,41.11,30|18|9223370572426904810,1000,Dan Rice,1198242881, Saint Louis to Chicago Route2,2016-05-28-09
17,97,31:11.1,Normal,-92.22,38.96,17|97|9223370572426904680,1000,Eric Mizell,1927624662,Springfield to KC Via Columbia,2016-05-28-09
16,77,31:11.4,Normal,-94.46,37.16,16|77|9223370572426904380,1000,Tom McCuch,160405074,Joplin to Kansas City Route 2,2016-05-28-09
28,41,31:11.8,Normal,-90.52,39.71,28|41|9223370572426904010,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-09
15,75,31:11.9,Normal,-92.09,34.8,15|75|9223370572426903950,1000,Rohit Bakshi,1594289134,Memphis to Little Rock Route 2,2016-05-28-09
10,79,31:12.0,Normal,-92.89,37.51,10|79|9223370572426903790,1000,George Vetticaden,1390372503,Saint Louis to Tulsa,2016-05-28-09
18,104,31:12.3,Normal,-90.37,39.71,18|104|9223370572426903520,1000,Grant Liu,1565885487,Springfield to KC Via Hanibal,2016-05-28-09
32,66,31:12.8,Normal,-94.38,38.99,32|66|9223370572426903040,1000,Ryan Templeton,160405074,Joplin to Kansas City Route 2,2016-05-28-09
28,41,31:12.6,Normal,-90.37,39.71,28|41|9223370572426903190,1000,Olivier Renault,137128276,Springfield to KC Via Hanibal Route 2,2016-05-28-09
22,83,27:34.7,Normal,-90.04,35.19,22|83|9223370572427121140,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
20,20,27:34.8,Normal,-93.58,41.62,20|20|9223370572427121010,1000,Chris Harris,371182829,Memphis to Little Rock,2016-05-28-09
19,90,27:34.8,Normal,-97.36,37.69,19|90|9223370572427120990,1000,Ajay Singh,1962261785,Wichita to Little Rock.kml,2016-05-28-09
22,83,27:35.5,Normal,-90.37,35.21,22|83|9223370572427120260,1000,Nadeem Asghar,1384345811,Joplin to Kansas City,2016-05-28-09
13,40,27:35.7,Normal,-93.36,41.69,13|40|9223370572427120100,1000,Joe Niemiec,24929475,Peoria to Ceder Rapids,2016-05-28-09
29,78,27:35.7,Normal,-97.32,37.48,29|78|9223370572427120090,1000,Teddy Choi,803014426,Wichita to Little Rock Route 2,2016-05-28-09
31,58,27:35.9,Normal,-94.46,37.16,31|58|9223370572427119899,1000,Rommel Garcia,160779139,Des Moines to Chicago Route 2,2016-05-28-09
15,75,27:36.5,Normal,-90.68,35.12,15|75|9223370572427119270,1000,Rohit Bakshi,1594289134,Memphis to Little Rock Route 2,2016-05-28-09
25,17,27:36.7,Normal,-90.24,38,25|17|9223370572427119080,1000,Jean-Philippe Player,1567254452,Saint Louis to Memphis Route2,2016-05-28-09
